,userid,business_id,categories,stars,Alcohol,park,GoodForKids,HasTV,OutdoorSeating,RestaurantsDelivery,attributes_RestaurantsPriceRange2,RestaurantsTakeOut
56,Z09rco1enQXNCd9H0u7kvg,ZCYCNWA98718SZ0A4bHD7A,Korean,3.0,2,1,2,2,2,2,2,1
137,Z09rco1enQXNCd9H0u7kvg,2ZZp5V8N0nHlsml01XBJUQ,Chinese,4.0,2,0,1,1,0,0,2,1
182,Z09rco1enQXNCd9H0u7kvg,4cJrGawCkZlzPoSBiQXjvA,Japanese,4.0,1,1,1,0,0,0,2,1
2783,Z09rco1enQXNCd9H0u7kvg,Qayz6avNEPNS6Q5UThYHCQ,Japanese,3.0,1,0,1,1,0,0,2,1
2382,Z09rco1enQXNCd9H0u7kvg,HgL6gGEGoAUBKGrT6BXU4Q,Chinese,3.0,1,1,1,0,0,0,2,1
2544,Z09rco1enQXNCd9H0u7kvg,IOn53O75uac_cTjHkQkkJQ,Chinese,4.0,2,1,1,0,0,0,2,1
406,Z09rco1enQXNCd9H0u7kvg,uChTCA6MsLAciDRklpO-Fw,Korean,4.0,1,1,1,0,0,0,2,1
618,Z09rco1enQXNCd9H0u7kvg,Kw06PxDkF8gNMVWntmBKTw,Chinese,4.0,0,1,1,0,0,0,1,1
518,Z09rco1enQXNCd9H0u7kvg,yhDAzBBjFujZbHwBPfE2eQ,Korean,4.0,1,1,1,1,1,0,3,1
2324,Z09rco1enQXNCd9H0u7kvg,yg_A_TpYkJjr1fef0J6QkQ,Japanese,2.5,0,1,0,0,0,0,2,0
2492,Z09rco1enQXNCd9H0u7kvg,O1TvPrgkK2bUo5O5aSZ7lw,Chinese,3.0,1,1,1,0,0,0,2,1
385,Z09rco1enQXNCd9H0u7kvg,oOGLDf2rzeCPS7UQ8hhPlQ,Japanese,4.0,0,1,1,0,1,0,2,1
2489,Z09rco1enQXNCd9H0u7kvg,anGYRueZJKYCJefKFccfjA,Chinese,3.0,1,1,1,0,0,0,2,1
2360,Z09rco1enQXNCd9H0u7kvg,scVd-lmZCNZHK5W75-4sKQ,Vietnamese,5.0,0,1,1,0,0,0,1,1
2587,Z09rco1enQXNCd9H0u7kvg,WwrKHFXpBqLQAkhmU01Xvw,Korean,5.0,1,1,1,0,0,0,2,1
3137,Z09rco1enQXNCd9H0u7kvg,6f2imTsIysASgHh2t91OOQ,Japanese,5.0,1,1,1,1,0,0,2,1
2731,Z09rco1enQXNCd9H0u7kvg,zHNk2BnANwkvHvaXD7yYsg,Korean,3.0,1,1,1,1,1,0,2,1
2244,Z09rco1enQXNCd9H0u7kvg,G4pt2q9Tr5SkwCw3Wb43VA,Korean,4.0,0,0,1,1,0,0,2,1
2324,Z09rco1enQXNCd9H0u7kvg,yg_A_TpYkJjr1fef0J6QkQ,Japanese,2.5,0,1,0,0,0,0,2,0
2821,Z09rco1enQXNCd9H0u7kvg,_xAJZOKBMPOe47p1MphB2w,Chinese,4.0,1,1,1,0,0,0,3,1
2436,Z09rco1enQXNCd9H0u7kvg,JpyHiBZtQel1b0OuvRz_pw,Japanese,5.0,2,1,2,2,0,2,1,1
2766,Z09rco1enQXNCd9H0u7kvg,BUcTdN-rNE8urCCQuxSOQA,Chinese,3.0,1,1,1,0,0,0,2,1
1740,Z09rco1enQXNCd9H0u7kvg,U5DRVX1usSJzGFCM2-ZdKw,Japanese,4.0,0,1,1,0,0,0,2,1
834,Z09rco1enQXNCd9H0u7kvg,wvCDmaEIFTCruexTLn3jXA,Chinese,4.0,2,0,1,0,0,0,1,1
1618,Z09rco1enQXNCd9H0u7kvg,2UFl9gLOQrSGY2sPu6U-kA,Chinese,4.0,1,1,1,0,0,0,2,0
1672,Z09rco1enQXNCd9H0u7kvg,8I2XBrjf4rOEWx7pnKpVeg,Thai,3.0,0,1,1,0,0,0,2,1
645,Z09rco1enQXNCd9H0u7kvg,NdpvGGF4cLrdnA6ydSZz3g,Chinese,1.0,0,1,1,0,0,0,3,0
858,Z09rco1enQXNCd9H0u7kvg,qtNtrKfNhU-021GaNoz-_A,Thai,4.0,0,1,1,1,0,0,2,1
1666,Z09rco1enQXNCd9H0u7kvg,BHX0ghpo_r4lVxGRPEBIQw,Chinese,4.0,1,1,1,1,0,0,2,1
1633,Z09rco1enQXNCd9H0u7kvg,x3JHj5h33ouzw_Ynj-utJg,Chinese,4.0,0,1,1,0,0,0,2,1
1989,Z09rco1enQXNCd9H0u7kvg,XCUXCTHvY8QVR4xU0DF__w,Chinese,4.0,1,1,1,1,0,0,1,1
946,Z09rco1enQXNCd9H0u7kvg,Q_Iia5C2quTUVfE5_8jObw,Chinese,4.0,1,1,1,0,0,0,2,1
2871,Z09rco1enQXNCd9H0u7kvg,ikI3t6meCr4_DpHHZs6N2w,Chinese,4.0,1,1,1,0,0,0,2,1
1928,Z09rco1enQXNCd9H0u7kvg,uP2-0N59oW5lggIyvdfWkQ,Chinese,4.0,1,1,1,1,0,0,2,1
1788,Z09rco1enQXNCd9H0u7kvg,6ZsiLiSWGK2pgw6t3LfzNQ,Chinese,4.0,1,1,1,1,0,0,2,1
1320,Z09rco1enQXNCd9H0u7kvg,pAQwza9U8OLY65Q73pAnxQ,Chinese,4.0,0,1,1,0,0,0,2,1
2094,Z09rco1enQXNCd9H0u7kvg,eBqGqgZpWuM2dyPRpHbWdg,Japanese,3.0,1,1,1,1,1,0,2,1
1918,Z09rco1enQXNCd9H0u7kvg,WuQZ5iesON7NWTDWgwWlbQ,Chinese,4.0,1,0,1,0,0,0,2,1
1763,Z09rco1enQXNCd9H0u7kvg,U1S6NFCtMzq-qX7PnU2i_Q,Chinese,4.0,1,0,1,1,0,0,2,1
819,Z09rco1enQXNCd9H0u7kvg,YfeTH4jtz_gpWz0QRYJFnQ,Chinese,4.0,0,1,1,0,0,0,2,1
654,Z09rco1enQXNCd9H0u7kvg,0PM5oFKO29sZmL5efmHxug,Chinese,5.0,0,1,1,0,0,0,1,1
1907,Z09rco1enQXNCd9H0u7kvg,9-lGjghZUEPmKyviTyYLUA,Chinese,4.0,0,1,1,0,0,0,1,1
922,Z09rco1enQXNCd9H0u7kvg,IDPbmH1OIhEbb9OIQyDJgw,Chinese,3.0,0,1,1,0,0,0,2,1
3155,Z09rco1enQXNCd9H0u7kvg,XlZ2Row0pszDilc5WmXiZQ,Japanese,5.0,0,1,1,0,0,0,1,1
1535,Z09rco1enQXNCd9H0u7kvg,ZDPlCSHN2hdJSFVXFkaL7w,Japanese,3.0,2,1,2,2,2,2,2,1
1112,Z09rco1enQXNCd9H0u7kvg,98NaJ8FWzPuoymHfj6IIeA,Chinese,3.0,0,1,1,0,0,0,1,1
771,Z09rco1enQXNCd9H0u7kvg,spDZkD6cp0JUUm6ghIWHzA,Chinese,3.0,0,1,1,1,0,0,2,1
1162,Z09rco1enQXNCd9H0u7kvg,KrwGJBrSE3kN721yx-MzfQ,Japanese,3.0,1,1,0,0,0,0,2,1
446,Z09rco1enQXNCd9H0u7kvg,6OhahrmtLGmkUdPfaMck0A,Chinese,5.0,0,1,1,0,0,0,2,1
1086,Z09rco1enQXNCd9H0u7kvg,MSA9WlcVCjlektkeDX5keA,Japanese,4.0,0,1,1,0,0,0,2,1
540,Z09rco1enQXNCd9H0u7kvg,g1UVmCOhQDY7TGSZ2rRT_w,Chinese,5.0,1,1,1,0,0,0,2,1
1636,Z09rco1enQXNCd9H0u7kvg,N93EYZy9R0sdlEvubu94ig,Vietnamese,4.0,0,1,1,0,0,0,1,1
1867,Z09rco1enQXNCd9H0u7kvg,4eAKvnILoB8n4wUWd3uy3Q,Chinese,4.0,1,1,1,0,0,0,2,1
1128,Z09rco1enQXNCd9H0u7kvg,wfCNNMkeJcpWr9jj1hcdAA,Japanese,3.0,1,1,1,0,0,0,2,1
1083,Z09rco1enQXNCd9H0u7kvg,_GwVhLhVF_NkEjdcY0TZ8w,Chinese,4.0,1,0,1,1,0,2,2,1
1403,Z09rco1enQXNCd9H0u7kvg,5GCaHoHo547U7wkcoJDrmg,Japanese,4.0,1,1,1,0,0,0,2,1
2868,Z09rco1enQXNCd9H0u7kvg,3CpkZgNot1KVmKBB-bzojg,Thai,4.0,0,1,1,1,1,0,2,1
1371,Z09rco1enQXNCd9H0u7kvg,8lPxiYChdJdTV24NJvOB3Q,Chinese,5.0,0,1,1,0,0,0,1,1
1734,Z09rco1enQXNCd9H0u7kvg,ywczsfJ5mTSIAL2PnIAKog,Chinese,4.0,1,1,1,0,0,0,4,1
1759,Z09rco1enQXNCd9H0u7kvg,dKOrxsz6ygqa-AatwzpKyQ,Chinese,4.0,1,1,1,0,0,0,2,1
1481,Z09rco1enQXNCd9H0u7kvg,hPXR-Bi8U-uz6TUViqmGpg,Japanese,5.0,0,1,1,0,0,0,2,1
32,ZWD8UH1T7QXQr0Eq-mcWYg,y05fRF4JOUE3i58vpGN2vA,Japanese,4.0,1,1,1,0,0,0,2,1
1033,ZWD8UH1T7QXQr0Eq-mcWYg,uT7iCFfZV018S-Q1ox5O7w,Korean,5.0,1,1,1,1,0,0,2,1
2390,ZWD8UH1T7QXQr0Eq-mcWYg,HESQNQe96hb6heem0ji0xQ,Japanese,4.0,1,1,1,1,0,0,2,1
460,ZWD8UH1T7QXQr0Eq-mcWYg,r0qqCtctSUO7QvvSoRYqXg,Korean,4.0,1,1,1,0,0,0,2,0
2545,ZcFB7xOpJufgX9hHPFh9mQ,QF4tRJ-ot7dYwebAsn0seg,Thai,5.0,1,1,1,0,0,0,2,1
1503,ZcFB7xOpJufgX9hHPFh9mQ,KOAYl73BQ-2tQe0Q-SA9jQ,Japanese,2.0,1,1,0,0,0,0,3,1
670,ZpUI9ze0YlA6nMSHwx3ZYQ,A5lD3y2eREchEdMcvWPXBA,Chinese,3.0,0,0,1,1,0,0,1,1
506,ZpUI9ze0YlA6nMSHwx3ZYQ,Ly48L1qSRdLpCSWcs_DWIw,Chinese,5.0,0,1,1,1,0,0,2,1
810,ZpUI9ze0YlA6nMSHwx3ZYQ,fzHBvd0HZm1yB3UIMqZ3bA,Chinese,4.0,0,1,1,0,0,0,2,1
2092,ZpUI9ze0YlA6nMSHwx3ZYQ,r_BrIgzYcwo1NAuG9dLbpg,Thai,2.0,1,1,1,0,0,0,2,1
713,ZpUI9ze0YlA6nMSHwx3ZYQ,ax4ztJvW28xgGvI0OPqGcQ,Chinese,3.0,0,0,1,0,0,0,1,1
1853,ZpUI9ze0YlA6nMSHwx3ZYQ,fvnaLCkyIyCw7vQuO8-H3g,Chinese,4.0,1,1,1,1,0,0,2,1
1247,ZpUI9ze0YlA6nMSHwx3ZYQ,_xt4ZyvtgY8Xu_O6SpSB5A,Chinese,3.0,0,1,1,0,0,0,2,1
451,ZpUI9ze0YlA6nMSHwx3ZYQ,Cs8BaiKkyNU6mzxq9nTsmg,Chinese,4.0,1,1,1,0,0,0,2,1
1803,bXwZ86LHDjW2iEAQcPPDtQ,R__NLOqjUlw8qf12KD-I5A,Chinese,3.0,0,1,1,0,0,0,1,1
587,d7D4dYzF6THtOx9imf-wPw,o5t33JVLpZWf269AEPB95Q,Chinese,4.0,0,1,1,1,0,0,2,1
2912,d7D4dYzF6THtOx9imf-wPw,a_assgoJEpKu2-kyAWFc8Q,Japanese,4.0,1,1,1,0,0,0,2,1
1636,d7D4dYzF6THtOx9imf-wPw,N93EYZy9R0sdlEvubu94ig,Vietnamese,5.0,0,1,1,0,0,0,1,1
920,dfgPj43FVRnKIfxjLclqTQ,SW0NcZwZsbSpsk0ZPgJKmQ,Thai,2.0,1,1,0,0,0,0,2,1
2498,dfgPj43FVRnKIfxjLclqTQ,_Ss4d4dYzehTmWJGpkqL7w,Chinese,4.0,1,1,1,0,0,0,2,1
301,dfgPj43FVRnKIfxjLclqTQ,gtcsOodbmk4E0TulYHnlHA,Chinese,5.0,1,1,0,0,1,0,2,0
2925,dsX3MiQiTy3OVI8MKn0I4w,Rh2smrKvcamnP8VBUgMI0Q,Chinese,5.0,1,1,1,1,0,0,2,1
1975,dsX3MiQiTy3OVI8MKn0I4w,XGc_QdKg9oP8bZ3VM1e5IA,Chinese,4.0,1,1,1,1,0,0,2,1
3148,dsX3MiQiTy3OVI8MKn0I4w,R1YBPobZ-EtNeY8-goCMaQ,Korean,4.0,1,1,1,1,0,0,1,1
2982,eEgeuz6Gg12HZkFZTfbb8A,G1Ce_QBHwT_R8Fc2-ARrwQ,Japanese,4.0,2,2,0,0,0,0,3,0
1666,eEgeuz6Gg12HZkFZTfbb8A,BHX0ghpo_r4lVxGRPEBIQw,Chinese,3.0,1,1,1,1,0,0,2,1
1551,eEgeuz6Gg12HZkFZTfbb8A,PUneCUDGvdgnay3uvI89fA,Japanese,5.0,0,1,0,0,0,0,1,1
2796,eEgeuz6Gg12HZkFZTfbb8A,hDy-uY7Vy_TZdGBzw59lhA,Japanese,4.0,1,1,1,0,0,0,2,1
1508,eEgeuz6Gg12HZkFZTfbb8A,M8Pl5qAmmrODfHeX6GOjsw,Japanese,4.0,1,1,1,0,0,0,2,1
1524,eEgeuz6Gg12HZkFZTfbb8A,JgkWj-e5lHRNvj1lFrZ2dA,Korean,5.0,1,1,1,0,0,0,2,1
1201,eEgeuz6Gg12HZkFZTfbb8A,GkY6UWWn0Fz2ehcuBp66pg,Chinese,5.0,0,1,1,0,0,0,2,1
2670,eEgeuz6Gg12HZkFZTfbb8A,bGuxRBRKv7i1BKKfGbjxEw,Japanese,2.0,1,1,0,1,1,0,3,1
954,eEgeuz6Gg12HZkFZTfbb8A,Q8EwiqPZiheEQH0S66THEg,Japanese,3.0,1,1,1,0,0,0,2,0
3137,eEgeuz6Gg12HZkFZTfbb8A,6f2imTsIysASgHh2t91OOQ,Japanese,5.0,1,1,1,1,0,0,2,1
1546,eEgeuz6Gg12HZkFZTfbb8A,2SyYW8GiDZsqtPb-aCbosg,Chinese,5.0,0,0,1,0,0,0,1,1
1628,eEgeuz6Gg12HZkFZTfbb8A,JlpkA8yZb3K4wUkz1UJD1g,Vietnamese,4.0,1,1,1,0,0,0,2,1
2646,eEgeuz6Gg12HZkFZTfbb8A,Cx0wkl85Xdw9OCQkbXMjzQ,Japanese,5.0,0,1,1,0,0,0,2,1
2890,eEgeuz6Gg12HZkFZTfbb8A,-av1lZI1JDY_RZN2eTMnWg,Thai,3.0,1,1,1,0,0,0,2,1
1052,eEgeuz6Gg12HZkFZTfbb8A,aT9jGDqTCvVjGjbYC969Rg,Japanese,5.0,0,0,1,1,0,0,2,1
3135,eEgeuz6Gg12HZkFZTfbb8A,1HWH_BE_wMfX88cRoH-NCQ,Japanese,5.0,1,1,1,0,0,0,2,1
1169,eEgeuz6Gg12HZkFZTfbb8A,qwlsGR-pJb6xMWJBqiNIQw,Japanese,3.0,0,1,1,0,0,0,2,1
1741,eEgeuz6Gg12HZkFZTfbb8A,4WW0U2mKgFYJILnWLmUwLA,Korean,3.0,1,1,1,1,0,0,2,1
1142,eEgeuz6Gg12HZkFZTfbb8A,LWAhvkjQZgHukgmgXto95A,Japanese,3.0,1,0,1,0,0,0,2,1
2156,eEgeuz6Gg12HZkFZTfbb8A,qlPyuJ77Znjh30I2kTs1xQ,Japanese,2.6666666666666665,1,1,1,0,0,0,2,1
1011,eEgeuz6Gg12HZkFZTfbb8A,7qHU_Zh5qEJP3DaaBHqWBg,Thai,4.0,1,2,1,1,0,0,2,1
946,eEgeuz6Gg12HZkFZTfbb8A,Q_Iia5C2quTUVfE5_8jObw,Chinese,3.0,1,1,1,0,0,0,2,1
2092,eEgeuz6Gg12HZkFZTfbb8A,r_BrIgzYcwo1NAuG9dLbpg,Thai,3.0,1,1,1,0,0,0,2,1
3120,eEgeuz6Gg12HZkFZTfbb8A,eMTE-wqpk_YWaV3mf7Ii3A,Chinese,2.0,1,1,1,0,1,0,2,1
2499,eEgeuz6Gg12HZkFZTfbb8A,MC4becrrM9ntmnfMrD9b0g,Japanese,4.0,1,0,1,0,0,0,2,1
2499,eEgeuz6Gg12HZkFZTfbb8A,MC4becrrM9ntmnfMrD9b0g,Japanese,4.0,1,0,1,0,0,0,2,1
2483,eEgeuz6Gg12HZkFZTfbb8A,d4P7boUqiA2pR59jOlzYLA,Japanese,4.0,1,1,1,1,1,0,2,1
462,eEgeuz6Gg12HZkFZTfbb8A,zA6gnF5aPBGoOm6uIbKt-A,Japanese,2.0,1,1,0,0,0,0,3,1
540,eEgeuz6Gg12HZkFZTfbb8A,g1UVmCOhQDY7TGSZ2rRT_w,Chinese,4.0,1,1,1,0,0,0,2,1
2166,eEgeuz6Gg12HZkFZTfbb8A,nHFJtud7jWZhM9dHQ1eIRA,Korean,4.0,1,1,1,0,0,0,1,1
555,eEgeuz6Gg12HZkFZTfbb8A,CPcy22Hd2F7z0EKG66FMRA,Chinese,3.0,0,0,1,1,0,0,2,1
533,eEgeuz6Gg12HZkFZTfbb8A,ctTiEiUTY_FvnZ0ovBeZWQ,Chinese,4.0,0,0,0,0,0,0,1,1
796,eEgeuz6Gg12HZkFZTfbb8A,0yr2L_2CVaLV9SLIGWngPA,Korean,4.0,0,0,1,0,0,0,1,1
2920,eEgeuz6Gg12HZkFZTfbb8A,RwRNR4z3kY-4OsFqigY5sw,Japanese,5.0,0,1,0,0,0,0,1,1
1806,eEgeuz6Gg12HZkFZTfbb8A,zbFtY82_ummK4amkT-M04Q,Chinese,3.0,2,0,1,1,2,0,2,1
938,eEgeuz6Gg12HZkFZTfbb8A,iAe3gkuK7SXVay9T5D4OFw,Japanese,4.0,0,0,0,0,1,0,2,1
2852,eEgeuz6Gg12HZkFZTfbb8A,7tzXkDX8HmpzRRoJyLBKcA,Japanese,4.0,1,1,1,0,0,0,2,1
1669,eEgeuz6Gg12HZkFZTfbb8A,GTwQgfi8DN23D9fMURYUdw,Japanese,5.0,1,1,1,1,0,0,2,1
2156,eEgeuz6Gg12HZkFZTfbb8A,qlPyuJ77Znjh30I2kTs1xQ,Japanese,2.6666666666666665,1,1,1,0,0,0,2,1
670,eEgeuz6Gg12HZkFZTfbb8A,A5lD3y2eREchEdMcvWPXBA,Chinese,3.0,0,0,1,1,0,0,1,1
2156,eEgeuz6Gg12HZkFZTfbb8A,qlPyuJ77Znjh30I2kTs1xQ,Japanese,2.6666666666666665,1,1,1,0,0,0,2,1
2312,eEgeuz6Gg12HZkFZTfbb8A,4vLaHphDBWOy1aI7URQ75Q,Chinese,3.0,1,0,1,0,0,0,2,1
2483,eEgeuz6Gg12HZkFZTfbb8A,d4P7boUqiA2pR59jOlzYLA,Japanese,4.0,1,1,1,1,1,0,2,1
1636,gRQmSCQged4Znss2-VjzUQ,N93EYZy9R0sdlEvubu94ig,Vietnamese,4.0,0,1,1,0,0,0,1,1
2814,gRQmSCQged4Znss2-VjzUQ,TAAlaXAk9sWOUXZW1-wfYQ,Japanese,3.0,1,1,1,1,1,0,3,1
1923,gysxDtJ1wr6NBv1Gvm7KxA,Dpl8d6eXq-YnF5zEV1cwMw,Korean,3.0,0,1,1,0,0,0,2,1
448,hA2X9akTxboda17YqbF20g,KuqvrDyfbhsOnv7U-MtQTw,Japanese,2.0,1,1,1,0,0,0,3,1
2946,hcJzh-FFDEfYKGpyM0TpZA,DrCk0XKa1U5xeci8a7YFpg,Japanese,4.0,2,2,2,2,0,2,,2
401,hfu64kgzsAPCsN-AEkRB0w,Mksyt1TZQ-7vzCZjeuzfAg,Chinese,4.0,1,1,1,0,1,0,2,1
1552,hfu64kgzsAPCsN-AEkRB0w,8fKyjNnQzci7VLszrrpW7g,Japanese,3.0,2,1,1,0,0,0,3,1
2330,hfu64kgzsAPCsN-AEkRB0w,x5yBZsTnFb1ah75XRXJz9Q,Japanese,3.0,1,1,1,0,0,0,2,1
954,hfu64kgzsAPCsN-AEkRB0w,Q8EwiqPZiheEQH0S66THEg,Japanese,4.0,1,1,1,0,0,0,2,0
1419,hpw7UrWf51aaWKbaGGJ2hA,fuVrRQa9HRR6x1s0j4S3SQ,Chinese,5.0,2,0,2,2,2,2,1,2
458,iEPwz1rtLVHlBnbLo74iBg,ABRgXNwdOX_JyqChNr8IYw,Chinese,5.0,0,1,1,0,0,0,2,1
368,iLjMdZi0Tm7DQxX1C1_2dg,zgQHtqX0gqMw1nlBZl2VnQ,Chinese,5.0,1,1,0,0,0,0,2,1
2925,jOU73K85NeMzBsqwJtfu0A,Rh2smrKvcamnP8VBUgMI0Q,Chinese,2.0,1,1,1,1,0,0,2,1
2492,jVYzrVblDFSuL3GHtt8ZSA,O1TvPrgkK2bUo5O5aSZ7lw,Chinese,4.0,1,1,1,0,0,0,2,1
55,jVYzrVblDFSuL3GHtt8ZSA,5H4coiGpvG3XdnU1Nde2xQ,Chinese,4.0,0,1,1,0,0,0,2,1
2945,jt49xjEjQisu6wTTGn6B3A,RtUvSWO_UZ8V3Wpj0n077w,Japanese,4.0,1,1,0,0,1,0,2,1
273,kTpsjDUhl9BlRl0FVuNreA,OXW2erFOPT-Oov6wChxWYA,Chinese,4.0,1,1,1,0,0,0,2,1
2821,kcLuh-ck_Zj07TsodaaNUA,_xAJZOKBMPOe47p1MphB2w,Chinese,4.0,1,1,1,0,0,0,3,1
1846,kcLuh-ck_Zj07TsodaaNUA,eI1ZHGOr2Pus842KrZD5ZQ,Chinese,4.0,1,1,1,0,0,0,2,1
2283,kcLuh-ck_Zj07TsodaaNUA,68PJJkcq_i0SlLqO6t7Qxw,Chinese,4.0,1,1,1,0,0,0,2,1
2078,lcuDvwFjgg9cHoiZhOJv4Q,4twpbw7n4DmsLxAm6-sMkg,Korean,5.0,1,1,1,0,0,0,1,1
2685,lpasWkbfx3flOFBbsTnIxw,aLcFhMe6DDJ430zelCpd2A,Thai,2.0,1,1,0,1,0,0,2,1
3033,mFwRTTDW0Yr-rFkTF2cFsw,rdn0vLw8Ln5_PBwRcE6BZw,Korean,3.0,1,1,0,1,0,0,2,1
3099,mFwRTTDW0Yr-rFkTF2cFsw,bsFZnc2mYyGy5cFf5EWTWg,Japanese,3.0,1,1,1,0,0,0,2,1
3090,mFwRTTDW0Yr-rFkTF2cFsw,MVBCWXTDtU8C1Qh5mMNSKA,Chinese,2.0,1,0,1,0,0,0,2,1
3105,mFwRTTDW0Yr-rFkTF2cFsw,1FL3oE2mqq_EFAYPd1TWUg,Chinese,3.0,1,0,1,0,0,0,1,1
2920,mFwRTTDW0Yr-rFkTF2cFsw,RwRNR4z3kY-4OsFqigY5sw,Japanese,3.0,0,1,0,0,0,0,1,1
2938,mFwRTTDW0Yr-rFkTF2cFsw,xwPKDhVW_eHqvrbL8C34KQ,Thai,3.0,1,1,1,1,0,0,2,1
2945,mFwRTTDW0Yr-rFkTF2cFsw,RtUvSWO_UZ8V3Wpj0n077w,Japanese,4.5,1,1,0,0,1,0,2,1
2945,mFwRTTDW0Yr-rFkTF2cFsw,RtUvSWO_UZ8V3Wpj0n077w,Japanese,4.5,1,1,0,0,1,0,2,1
295,mFwRTTDW0Yr-rFkTF2cFsw,VGZ_MJ7P3vSQMYyQf-mNjw,Chinese,4.0,1,1,1,1,0,0,2,1
2649,mFwRTTDW0Yr-rFkTF2cFsw,ae95XSsD37OQfOWF92GjNQ,Chinese,4.0,1,1,1,1,0,0,2,0
1452,mFwRTTDW0Yr-rFkTF2cFsw,6z-T_jIFrRQ4c6-BIvVBvA,Chinese,3.0,0,1,1,1,0,0,2,1
2728,mFwRTTDW0Yr-rFkTF2cFsw,RvYjKtzdIPA2VBUpJJbzCw,Japanese,3.0,1,1,1,0,1,0,2,1
1072,mFwRTTDW0Yr-rFkTF2cFsw,xYeLEIWbG0IBnMGU2mWUBg,Korean,2.0,1,1,1,0,0,0,2,0
1245,mFwRTTDW0Yr-rFkTF2cFsw,1jNteKQ2JuF6Sk1SI9X23Q,Chinese,2.0,1,1,1,1,1,0,2,1
1138,mFwRTTDW0Yr-rFkTF2cFsw,VaLnPWq6cLnK5x2wXBVOKQ,Chinese,3.0,0,2,1,0,0,0,2,1
1111,mFwRTTDW0Yr-rFkTF2cFsw,7owvf-6q5pmVQXTxLI6Wqg,Japanese,3.0,1,1,1,0,0,0,2,1
971,mFwRTTDW0Yr-rFkTF2cFsw,CN5nuUQod0f8g3oh99qq0w,Japanese,3.0,1,1,0,0,0,0,2,1
1236,mFwRTTDW0Yr-rFkTF2cFsw,Yv4P4qUwd7F-qQ4Y4eD1JQ,Korean,3.0,1,1,0,0,0,0,2,1
1274,mFwRTTDW0Yr-rFkTF2cFsw,n72smZw1iVORdnjGfFT0FQ,Chinese,3.0,0,1,1,1,0,0,2,1
1119,mFwRTTDW0Yr-rFkTF2cFsw,d84_mtSFHt8xgYTly2T-9A,Japanese,4.0,1,1,1,0,0,0,2,1
1260,mFwRTTDW0Yr-rFkTF2cFsw,v0a2G9zBDM3hVprzSy39Kw,Korean,5.0,1,1,1,1,0,0,2,1
891,mFwRTTDW0Yr-rFkTF2cFsw,zrJDRWzP0P4wTFq8-N_mzA,Chinese,5.0,1,1,1,1,0,0,2,1
1425,mFwRTTDW0Yr-rFkTF2cFsw,mwMBxsT57eAOtDV4I3DDEQ,Vietnamese,4.0,1,1,1,0,0,0,1,1
534,mFwRTTDW0Yr-rFkTF2cFsw,GoOkCxPFM5i5lxHgFQMj1w,Chinese,4.0,1,1,1,0,0,0,2,1
481,mFwRTTDW0Yr-rFkTF2cFsw,42-UJ-c_97IeqUc6BWjmnA,Thai,3.0,1,0,1,1,0,0,2,1
342,mFwRTTDW0Yr-rFkTF2cFsw,UC2dfjZg8mrRh10maovQfw,Chinese,4.0,1,1,1,1,0,0,2,1
505,mFwRTTDW0Yr-rFkTF2cFsw,8MXjK1lhVRhU3yGCUv9qsA,Chinese,2.0,0,1,1,0,0,0,1,1
374,mFwRTTDW0Yr-rFkTF2cFsw,znu3EN7tDFIXmiTwKvX1Ow,Japanese,4.0,1,1,1,1,0,0,2,1
612,mFwRTTDW0Yr-rFkTF2cFsw,--6MefnULPED_I942VcFNA,Chinese,4.0,1,1,1,0,0,0,2,1
97,mFwRTTDW0Yr-rFkTF2cFsw,L4wjHHeoJ33KK59i3xpOqw,Japanese,3.0,1,1,1,0,1,0,2,1
237,mFwRTTDW0Yr-rFkTF2cFsw,XxDjuiNzGxBiTasXOEx13g,Japanese,4.0,1,1,1,1,0,0,2,1
120,mFwRTTDW0Yr-rFkTF2cFsw,dDYbnQHBi0dqZH2kmiNaSA,Vietnamese,5.0,1,1,1,1,0,0,1,1
190,mFwRTTDW0Yr-rFkTF2cFsw,e-YnECeZNt8ngm0tu4X9mQ,Korean,3.0,1,1,1,0,0,0,2,0
252,mFwRTTDW0Yr-rFkTF2cFsw,EzKt75MRTaLnYGKmf5QxHw,Korean,1.0,2,2,1,0,0,0,2,0
26,mFwRTTDW0Yr-rFkTF2cFsw,9_CGhHMz8698M9-PkVf0CQ,Thai,3.0,1,1,1,0,0,0,2,1
286,mFwRTTDW0Yr-rFkTF2cFsw,VVW8mxu8Ru2UR3lVJYA81Q,Chinese,3.0,0,1,1,0,0,0,2,1
391,mFwRTTDW0Yr-rFkTF2cFsw,3vs6rARRBm-O99y4bryilw,Japanese,3.0,1,2,0,0,0,0,2,1
1382,mFwRTTDW0Yr-rFkTF2cFsw,Cp3YRVZojrCGeQS41Hf1pw,Vietnamese,4.0,1,1,1,0,0,0,1,1
957,mFwRTTDW0Yr-rFkTF2cFsw,ZDDzKXN_JXe7694zePRuTQ,Chinese,3.0,0,1,1,0,0,0,1,1
1832,mFwRTTDW0Yr-rFkTF2cFsw,FfmH-oEWN7K1za-o8KZQDA,Chinese,4.0,0,0,1,0,0,0,1,1
1466,mFwRTTDW0Yr-rFkTF2cFsw,vsi_PMRgyFy4_vVfQErtCA,Chinese,1.0,1,1,1,1,0,0,2,1
